neighborhood,landsize,housesize,bedroom,bathroom,parkinglot,price
Sur de Quito,95,64,3,2,2,46000
Norte de Quito,210,183,3,3,2,124900
Cumbayá,500,500,4,4,2,390000
San Rafael,176,220,3,2,2,145000
Pomasqui,175,138,3,2,2,129700
Ponceano,348,278,4,3,2,245000
Tumbaco,234,234,3,3,2,330000
Los Chillos,195,195,4,3,3,128000
Cumbayá,896,460,3,4,4,695000
Tumbaco,165,165,3,2,2,180000
Conocoto,450,116,3,2,4,90000
Nayón - Tanda,270,270,3,2,2,198000
La Armenia,345,266,4,5,2,320000
Norte de Quito,336,336,3,2,2,218000
Cumbayá,800,380,3,3,4,320000
Calderón,192,145,4,3,1,69500
Conocoto,240,202,4,2,1,95500
Pomasqui,160,99,3,2,3,145000
El Inca,260,260,4,3,3,190000
La Armenia,137,137,4,2,1,125000
San Rafael,900,360,4,4,3,400000
Los Chillos,212,212,3,2,2,159500
El Condado,514,514,4,4,3,390000
Cumbayá,187,187,3,2,2,235000
Cumbayá,150,150,3,2,3,590000
Cumbayá,370,260,3,2,2,360000
Cumbayá,500,275,3,3,3,329000
Norte de Quito,128,128,3,2,2,115000
Tumbaco,287,275,3,2,2,330000
Cumbayá,200,172,3,2,2,235000
Norte de Quito,250,180,3,2,2,168999
El Pinar,263,203,5,4,2,175000
Nayón - Tanda,746,445,3,3,3,560000
Cumbayá,350,350,4,4,2,320000
Sur de Quito,120,120,5,3,1,60000
Los Chillos,310,310,4,4,3,290000
Carcelén,171,129,3,2,2,84900
Calderón,174,94,3,2,2,88000
Los Chillos,160,160,3,2,2,82000
Sangolqui,200,123,3,2,2,87000
Miravalle,320,300,3,3,1,365000
Los Chillos,400,500,5,5,4,375000
Los Chillos,220,130,3,2,1,125000
Calderón,174,94,3,2,2,88000
Sangolqui,200,123,3,2,2,87000
Sur de Quito,210,345,4,4,2,210000
Carcelén,171,129,3,2,2,84900
Miravalle,320,300,3,3,1,365000
Norte de Quito,178,178,3,2,2,200000
Nayón - Tanda,746,445,3,3,3,560000
Conocoto,191,165,3,2,2,119900
Tumbaco,176,133,3,2,2,139900
Pomasqui,138,138,4,3,2,104900
Los Chillos,310,310,4,4,3,290000
Cumbayá,208,178,3,2,2,185000
Los Chillos,147,100,3,1,1,62000
Los Chillos,160,160,3,2,2,82000
Lumbisí,298,226,3,4,2,229500
Norte de Quito,340,340,4,4,2,235000
Cumbayá,262,223,4,4,2,308000
Centro Norte,443,333,4,4,3,330000
El Condado,275,178,3,2,3,160000
Iñaquito Alto,240,200,5,4,2,260000
Norte de Quito,250,168,3,2,3,169000
Amagasí,537,410,4,3,4,320000
Cumbayá,310,216,3,3,2,244999
Cumbayá,155,155,3,2,2,185000
El Pinar,118,118,4,2,1,80000
Cumbayá,318,318,3,3,3,405000
Nayón - Tanda,300,200,3,3,3,300000
Mitad del Mundo,300,230,4,4,2,180000
Cumbayá,170,136,3,2,3,140000
Sur de Quito,82,82,2,1,1,45000
Conocoto,250,134,4,2,2,90000
San Rafael,208,152,3,2,1,125000
Tumbaco,106,85,3,2,1,95000
Norte de Quito,203,173,3,2,1,175000
Amagasí,60,175,3,2,2,120000
Los Chillos,101,136,4,2,2,84500
La Armenia,320,288,4,3,3,145000
Yaruqui,132,120,3,2,2,103000
Los Chillos,135,128,3,3,1,79000
Nayón - Tanda,290,240,3,3,2,219000
Llano Grande,90,90,3,2,1,49000
Cumbayá,290,240,4,3,4,310000
Tumbaco,310,244,3,3,4,220000
Conocoto,231,127,4,2,2,125000
Cumbayá,540,540,4,6,4,450000
Checa,151,137,2,2,1,260000
Sangolqui,110,110,3,2,3,115000
Los Chillos,300,240,4,2,4,160000
Tumbaco,315,192,3,3,3,174911
Mitad del Mundo,134,117,4,3,1,68000
Calderón,166,101,3,2,2,70000
Calderón,150,104,3,2,1,98500
La Armenia,191,143,3,2,2,105000
La Armenia,162,162,3,2,2,135000
Monteserrín,355,355,3,3,2,300000
Norte de Quito,105,208,4,3,1,145000
Norte de Quito,500,247,4,3,3,260000
Tumbaco,102,102,3,2,1,95000
Carcelén,304,198,3,2,2,140000
Pifo,240,110,3,2,3,105000
Cumbayá,350,280,3,3,2,220000
Sangolqui,162,162,3,4,2,124000
Los Chillos,250,140,3,2,2,139000
La Armenia,195,140,3,3,2,137000
Cumbayá,600,512,2,3,2,600000
Cumbayá,232,184,3,2,2,230000
Tumbaco,200,171,3,3,2,230000
Cumbayá,379,306,3,2,2,349900
San Rafael,250,250,3,2,4,145000
Calderón,167,166,3,2,2,64800
El Inca,159,165,3,2,2,125000
Cumbayá,375,375,3,3,2,461000
Cumbayá,262,214,3,3,2,430000
Cumbayá,280,264,3,2,2,275000
Puembo,372,372,3,3,2,512000
La Armenia,500,375,3,3,2,310000
Sangolqui,462,169,4,4,3,145000
Cumbayá,144,144,3,2,2,165000
Conocoto,131,131,3,2,2,85000
San Carlos,122,85,3,1,2,83000
Norte de Quito,290,240,4,2,2,195000
Norte de Quito,372,306,4,4,2,205000
Cumbayá,275,262,3,3,2,330000
La Armenia,158,98,3,2,3,98000
Calderón,140,110,3,2,1,75000
Tumbaco,730,342,3,4,4,429500
Yaruqui,125,125,3,3,2,105000
Sangolqui,350,240,4,3,3,179000
Los Chillos,144,94,3,2,1,85000
Sangolqui,223,223,4,3,3,130000
Norte de Quito,153,153,3,2,2,75000
Checa,1003,180,3,2,4,450000
Tumbaco,200,200,3,2,2,180000
Cumbayá,510,212,3,2,2,330000
Los Chillos,624,280,5,4,4,220000
Cumbayá,193,163,3,2,2,194000
Cumbayá,429,429,3,3,3,600000
Sangolqui,162,162,3,4,2,124000
Cumbayá,600,473,3,4,4,398000
Cumbayá,540,351,3,3,4,470000
Calderón,116,116,3,2,1,85000
Ponceano,220,190,4,3,2,165000
Tumbaco,100,82,3,2,1,92500
Los Chillos,200,168,3,2,1,95000
Calderón,87,87,2,2,1,47000
Sangolqui,259,167,4,2,2,138000
Sangolqui,392,142,3,2,2,145000
Cumbayá,235,170,3,4,2,206000
Cumbayá,290,240,4,3,4,310000
Cumbayá,150,115,3,2,1,150000
Conocoto,281,135,3,2,4,120000
Calderón,160,160,3,2,1,89500
Tumbaco,200,176,3,2,2,210000
Cumbayá,380,320,4,4,2,400000
Los Chillos,1000,460,4,4,3,315000
Sangolqui,96,67,3,1,1,55400
La Luz,255,152,4,2,3,130000
Los Chillos,713,289,3,4,2,239000
Norte de Quito,147,114,3,2,1,89000
Norte de Quito,124,111,3,2,2,105000
Los Chillos,210,210,3,3,2,200000
Cumbayá,140,115,3,2,2,145000
Cumbayá,252,198,3,2,2,260000
San Isidro - Vista Grande,150,135,3,2,1,108000
Centro Norte,220,220,4,3,2,149000
Cumbayá,632,582,3,4,2,400000
Calderón,152,152,3,2,1,89900
Los Chillos,325,240,4,3,3,230000
Nayón - Tanda,173,158,3,3,3,238000
Tumbaco,350,350,3,3,2,590000
Calderón,148,127,3,2,1,65000
Sur de Quito,394,394,5,3,2,153000
Tumbaco,660,560,4,4,3,530000
Calderón,146,110,3,2,2,82500
Calderón,143,84,3,3,1,59000
Tumbaco,400,400,4,4,2,480000
Los Chillos,180,130,3,2,2,105000
Norte de Quito,694,694,4,5,4,380000
Cumbayá,190,180,3,2,2,191000
Tumbaco,120,120,3,2,1,115000
Carcelén,641,262,4,4,2,235000
Cumbayá,282,225,3,2,2,285000
Calderón,140,96,4,3,3,77900
Centro Norte,408,338,4,4,4,330000
Cumbayá,230,230,4,3,2,249000
Los Chillos,195,195,4,3,2,129000
Norte de Quito,145,140,4,2,1,124099
Centro Norte,118,118,3,2,2,99500
Cumbayá,300,210,3,2,2,199000
Tumbaco,150,120,3,1,2,129000
Cumbayá,350,257,4,4,3,280000
Cumbayá,235,170,3,3,2,218000
Los Chillos,320,250,4,3,4,187000
Carcelén,108,86,3,1,1,64000
Cumbayá,980,500,4,3,4,680000
Nayón - Tanda,1023,273,3,4,3,325000
Pomasqui,75,74,3,2,1,73000
Miravalle,350,300,3,2,2,330000
Calderón,118,118,3,2,1,87000
Mitad del Mundo,110,110,3,2,1,65000
Norte de Quito,125,96,3,2,2,103900
La Armenia,188,188,3,2,2,139000
Cumbayá,350,260,4,3,2,234990
Tumbaco,145,120,3,2,2,140000
Conocoto,120,120,2,2,2,100000
Nayón,400,266,4,4,3,310000
Norte de Quito,100,100,3,1,1,65000
La Armenia,135,102,3,2,1,80000
Sur de Quito,96,65,3,2,2,58000
Carcelén,249,172,3,2,2,139999
Cumbayá,300,170,3,2,2,220000
Cumbayá,284,217,3,2,2,300000
Centro de Quito,133,133,3,2,2,120000
Cumbayá,500,310,3,3,2,400000
La Armenia,204,142,3,2,2,133000
Llano Grande,90,90,3,2,1,49000
Norte de Quito,243,192,3,2,2,130000
Norte de Quito,111,96,3,2,1,90000
Cumbayá,227,188,3,2,2,189000
Mitad del Mundo,300,230,4,4,2,180000
Cumbayá,299,245,3,4,3,360000
Tumbaco,200,179,3,2,2,185000
Cumbayá,196,136,3,2,3,138000
Calderón,146,121,3,2,1,93000
Carcelén,130,130,4,2,1,105000
Conocoto,142,137,3,2,2,124999
Puembo,250,150,3,2,2,145000
Norte de Quito,216,150,3,3,2,170000
Calderón,100,100,3,1,1,71000
Norte de Quito,172,99,3,2,2,99999
El Inca,139,139,4,3,1,85000
El Batán,120,92,3,2,2,128000
Norte de Quito,287,287,3,1,2,97000
Cumbayá,350,200,3,3,2,250000
Los Chillos,140,140,3,2,2,120000
Nayón - Tanda,600,400,3,3,2,500000
Conocoto,170,150,3,2,2,137000
Los Chillos,234,121,3,2,2,115000
Pomasqui,141,117,3,2,1,87000
Carcelén,150,100,3,2,1,69900
Norte de Quito,136,106,3,2,2,110000
Tumbaco,509,360,4,4,2,330000
Sangolqui,153,108,3,2,1,69500
San Carlos,160,119,4,2,2,120000
Cumbayá,208,178,3,2,2,192990
Puembo,330,290,3,3,3,335000
La Armenia,152,100,3,3,2,138000
Tumbaco,252,182,3,3,2,153000
Los Chillos,87,69,3,1,1,57000
Amagasí,120,110,3,2,2,87000
Centro Norte,215,140,4,3,2,205000
Nayón - Tanda,350,300,3,2,2,280000
Cumbayá,150,200,3,3,2,280000
Pomasqui,303,154,3,2,2,160000
La Armenia,310,230,3,3,3,199900
Cumbayá,350,280,3,3,2,220000
Monteserrín,406,406,4,4,4,595875
Cumbayá,282,282,4,4,2,330000
Tumbaco,352,247,3,3,2,275000
Los Chillos,173,173,3,2,3,127000
Pifo,240,110,3,2,3,107000
Los Chillos,130,110,4,2,1,63900
Conocoto,144,143,4,2,2,120000
Calderón,404,240,3,2,3,159000
La Armenia,430,300,3,3,2,210000
Mitad del Mundo,400,300,3,4,3,250000
Calderón,162,121,2,2,1,56000
Quito Tenis,590,324,3,4,2,350000
Puembo,412,184,3,3,2,260000
Amagasí,190,170,3,2,2,118500
Tumbaco,310,245,4,4,2,205000
Sur de Quito,150,150,4,3,1,85000
La Armenia,126,83,2,2,1,75000
Cumbayá,987,438,4,3,4,510000
Nayón - Tanda,300,200,3,3,3,300000
Cumbayá,720,360,4,4,2,490000
San Bartolo,147,147,4,3,1,95500
Norte de Quito,105,105,3,2,2,100000
Conocoto,210,181,4,2,2,165000
Los Chillos,100,223,3,2,2,163000
Calderón,168,111,3,1,1,92500
Cumbayá,230,200,3,2,2,240000
Mitad del Mundo,222,197,3,2,1,98000
El Pinar,120,120,4,3,2,130000
Alangasí,141,141,3,2,2,119000
Norte de Quito,111,80,3,2,1,75000
Carcelén,177,177,3,2,1,86900
Los Chillos,400,330,4,4,3,550000
Mitad del Mundo,202,117,4,2,2,110000
Cumbayá,267,164,3,2,2,210000
San Carlos,170,158,3,1,1,130000
Centro de Quito,215,215,4,5,1,95000
Cumbayá,500,350,4,4,2,335000
Calderón,160,160,3,2,3,75000
Los Chillos,436,216,3,3,3,195000
Pomasqui,603,368,5,4,3,192000
Tumbaco,500,390,4,5,2,435000
Miravalle,800,574,3,4,2,349000
Amagasí,443,333,4,4,4,285000
Cumbayá,395,395,4,4,2,415000
Centro Norte,370,200,5,3,3,178000
Los Chillos,100,90,3,2,1,80000
Conocoto,200,200,3,2,2,110000
Calderón,104,84,3,2,1,79000
Los Chillos,594,398,4,5,3,250000
La Armenia,155,117,3,2,2,125000
González Suárez,900,450,3,3,2,355000
Tumbaco,150,150,3,2,4,166000
Los Chillos,120,120,3,2,1,124900
La Armenia,200,168,3,2,1,110000
Calderón,122,122,3,2,1,80000
Ponceano,514,389,3,2,2,250000
Los Chillos,618,180,3,2,2,220000
Mitad del Mundo,175,141,4,3,2,99900
Tumbaco,248,218,3,2,2,150000
Cumbayá,600,350,4,3,3,295000
Los Chillos,640,180,4,2,4,179000
Cumbayá,500,350,5,5,2,335000
Los Chillos,275,250,4,5,4,215000
Tumbaco,350,220,3,4,2,260000
Ponceano,270,200,3,2,2,215000
Mitad del Mundo,205,147,3,3,2,110000
Llano Grande,94,82,3,1,1,57900
Calderón,120,120,3,1,1,80000
Calderón,161,115,3,2,2,99990
Ponceano,259,179,5,4,2,140000
Conocoto,246,175,3,2,2,125000
Ponceano,206,206,3,3,2,148000
Pomasqui,219,147,3,2,2,120000
Cumbayá,397,397,4,4,3,450000
Conocoto,170,161,4,2,2,162000
Sangolqui,143,143,3,2,2,94900
Cumbayá,809,490,3,3,4,650000
Cumbayá,348,300,4,4,3,375000
Norte de Quito,185,172,4,3,2,155000
La Armenia,60,50,2,1,1,45000
Tumbaco,280,280,3,2,2,250000
Sangolqui,220,148,4,2,2,170000
Tumbaco,280,176,3,2,2,189000
Calderón,170,136,4,2,2,100000
Norte de Quito,220,220,4,3,2,160000
Nayón - Tanda,470,270,3,3,2,350000
Quitumbe,99,93,3,1,1,66000
Los Chillos,530,215,3,3,4,310000
Cumbayá,800,480,4,3,4,670000
La Armenia,160,140,4,2,2,129000
Cumbayá,260,216,3,2,2,280000
Mitad del Mundo,198,115,3,1,2,60000
San Rafael,200,140,3,2,1,130000
Los Chillos,176,176,4,3,1,220000
Calderón,106,106,3,2,1,57000
Cumbayá,389,246,3,2,2,274990
Pomasqui,160,142,3,2,1,115000
Cumbayá,240,190,4,3,2,265000
Cumbayá,290,260,3,4,2,235000
El Batán,320,320,3,3,2,299000
Cumbayá,286,286,3,2,2,199000
Calderón,135,86,3,2,1,69000
Cumbayá,242,227,3,4,2,180000
Calderón,200,200,3,2,3,149000
El Pinar,135,120,3,2,2,95000
Los Chillos,787,365,4,3,4,430000
Sur de Quito,154,154,4,1,1,60000
Los Chillos,115,115,3,2,2,84900
La Armenia,118,118,3,2,2,115000
Los Chillos,168,168,3,3,1,170000
Conocoto,290,290,3,3,2,230000
Carapungo,113,98,3,2,1,61000
Puembo,340,340,4,4,3,430000
Calderón,120,120,4,3,1,69000
Mitad del Mundo,900,380,3,2,3,320000
Pifo,240,110,3,2,3,107000
Sangolqui,151,98,3,2,1,87000
La Luz,150,247,3,3,2,180000
Cumbayá,280,260,4,4,2,380000
Cumbayá,264,193,3,3,2,215000
Nayón - Tanda,462,311,3,3,3,340000
Pomasqui,178,140,3,2,2,99990
Cumbayá,380,350,3,3,2,545000
Nayón - Tanda,525,436,3,6,3,420000
Conocoto,218,154,3,2,3,150000
Mitad del Mundo,136,100,3,2,2,89500
Tumbaco,106,85,3,2,1,95000
Cumbayá,600,400,3,3,2,470000
Los Chillos,124,124,3,2,1,94490
Calderón,126,126,3,2,2,95000
Calderón,147,147,3,2,2,96000
Tumbaco,186,136,3,2,1,129750
Los Chillos,260,220,3,3,2,230000
Tumbaco,258,200,3,2,2,260000
La Armenia,130,120,3,2,2,115000
Tumbaco,216,192,3,2,2,180000
Conocoto,134,134,3,2,2,120000
Conocoto,135,135,3,2,2,82000
Mitad del Mundo,128,98,3,2,1,62000
Ponceano,169,120,3,2,2,130000
Los Chillos,150,134,4,2,2,95000
Mitad del Mundo,110,110,3,2,2,95000
Conocoto,95,88,3,1,1,62000
Los Chillos,120,120,3,3,2,105000
Sangolqui,79,79,3,1,1,65000
El Condado,413,413,3,3,2,320000
Tumbaco,210,180,4,4,2,298000
Pomasqui,126,96,3,2,1,78500
El Pinar,136,85,3,2,1,84000
Carcelén,151,151,4,2,2,86000
Mitad del Mundo,500,260,3,3,2,200000
Conocoto,351,304,4,3,3,235000
Norte de Quito,189,157,4,3,2,145000
Cumbayá,330,200,5,4,3,220000
Calderón,150,104,3,2,1,98500
Tumbaco,175,175,3,2,2,189000
Carcelén,140,110,3,2,1,95000
El Condado,155,155,4,3,1,150000
Los Chillos,180,180,3,3,3,200000
Tumbaco,280,280,2,3,2,420000
Centro Norte,360,360,3,3,2,400000
Mitad del Mundo,130,83,2,2,2,46000
Los Chillos,120,120,4,2,1,80000
Los Chillos,125,125,4,1,2,110000
Calderón,172,85,3,1,1,75000
El Inca,148,143,4,2,2,95900
Los Chillos,447,110,2,1,1,100000
Norte de Quito,580,482,5,5,3,330000
Conocoto,147,96,3,2,2,96000
Carcelén,480,480,4,3,2,300000
Tumbaco,287,172,3,2,2,185000
Norte de Quito,105,208,4,3,1,145000
Ponceano,239,124,3,2,2,119900
Ponceano,195,195,3,3,2,117000
Calderón,220,215,3,2,3,100000
Sangolqui,70,103,3,2,2,66000
Cumbayá,636,380,3,2,2,450000
Mitad del Mundo,155,150,4,2,1,95000
Norte de Quito,289,289,3,3,2,350000
Ponceano,287,186,3,2,2,160000
Carcelén,360,272,3,3,2,189999
Los Chillos,135,128,3,3,1,79000
El Condado,520,320,3,3,4,270000
Lumbisí,300,210,4,2,1,260000
Puembo,439,247,3,3,2,290000
Cumbayá,540,350,4,5,2,400000
Cumbayá,215,187,3,2,2,218000
Puembo,488,177,3,3,2,315000
Cumbayá,256,176,3,3,2,200000
La Armenia,162,162,3,2,2,135000
Nayón - Tanda,525,289,3,2,4,400000
Mitad del Mundo,258,258,3,2,2,113900
Centro de Quito,246,246,3,2,1,95000
Norte de Quito,180,120,3,2,2,105000
Miravalle,430,350,3,3,2,360000
San Rafael,714,290,3,3,2,235000
Cumbayá,326,270,4,3,2,342000
Cumbayá,260,260,3,2,2,240000
Conocoto,118,106,3,2,2,115000
Sangolqui,234,108,3,2,3,110000
Conocoto,150,150,4,2,1,95000
Tumbaco,311,211,3,3,3,245000
Sangolqui,328,160,3,2,3,130000
Tumbaco,814,183,3,2,4,278000
Nayón - Tanda,400,400,3,3,4,550000
Tumbaco,162,14,3,2,2,255000
Norte de Quito,111,95,3,2,2,115000
Cumbayá,383,305,3,2,2,235000
Norte de Quito,882,368,4,6,4,280000
Cumbayá,370,240,3,2,3,300000
Cumbayá,190,160,3,3,2,195000
San Rafael,120,120,3,3,1,100000
Ponceano,140,106,4,4,1,110000
Carcelén,266,99,3,2,1,115000
Los Chillos,245,175,3,3,2,188900
Cumbayá,520,520,4,5,2,550000
Calderón,192,41,3,1,1,65000
Tumbaco,300,198,3,2,2,230000
La Armenia,161,120,3,2,1,95000
Norte de Quito,218,184,3,2,1,130000
Mitad del Mundo,116,116,3,3,1,87000
Conocoto,590,290,4,2,2,180000
Sangolqui,157,146,4,2,2,145000
Tumbaco,347,327,4,4,2,350000
Amagasí,216,216,3,2,2,139000
Norte de Quito,214,166,5,2,2,171800
Tumbaco,840,500,4,5,3,390000
Norte de Quito,120,120,3,1,1,49500
Tumbaco,240,200,4,3,2,160000
Pomasqui,145,145,4,3,1,111500
Norte de Quito,120,97,3,2,1,90000
Mitad del Mundo,88,88,3,2,2,88000
Pomasqui,287,163,3,1,1,125000
El Condado,487,487,3,3,2,339999
Sur de Quito,143,143,4,1,1,72000
Conocoto,250,250,3,3,2,85000
Calderón,120,120,3,2,1,85000
Tumbaco,275,275,3,3,3,350000
Los Chillos,557,557,4,4,3,497000
Norte de Quito,205,140,3,2,2,127900
Mitad del Mundo,535,374,4,4,3,285000
Carcelén,304,198,3,2,2,140000
Puembo,1005,365,3,4,2,635000
Nayón - Tanda,780,435,5,4,3,485000
Centro Norte,390,350,3,2,3,430000
Tumbaco,973,230,5,2,4,220000
Cumbayá,302,196,3,3,2,340000
Conocoto,303,163,3,2,2,147000
Los Chillos,136,84,3,2,2,71000
Los Chillos,107,107,3,2,2,85000
Los Chillos,375,374,4,3,2,160000
Cumbayá,400,350,3,2,2,345000
Cumbayá,688,429,4,3,3,650000
Sur de Quito,291,180,5,3,3,80000
Cumbayá,539,414,4,4,3,695500
Norte de Quito,377,260,4,4,3,350000
Cumbayá,230,200,3,2,2,238000
Monjas,105,94,3,2,1,65000
Calderón,340,240,5,4,2,119900
Tumbaco,100,88,3,2,1,90000
Norte de Quito,137,137,3,2,2,112000
Pifo,530,530,4,3,3,250000
Nayón - Tanda,537,375,3,2,2,315000
Cumbayá,207,207,4,3,2,290000
Los Chillos,90,90,3,2,1,82000
Tumbaco,310,240,3,3,2,279990
Cumbayá,590,450,4,4,2,670000
Mitad del Mundo,120,105,3,2,1,75000
Calderón,242,242,5,3,2,130000
Calderón,84,84,3,1,1,77500
Tumbaco,291,191,3,3,2,219000
Conocoto,1007,590,5,4,4,600000
Tumbaco,150,135,3,1,1,130000
Calderón,127,86,2,1,1,68000
Pomasqui,80,80,3,2,1,75000
Cumbayá,540,290,3,4,3,405000
San Rafael,184,160,3,2,2,98000
Ruta Viva,515,313,4,4,4,407000
Sangolqui,144,101,3,2,2,100000
Calderón,128,128,3,2,1,89000
Cumbayá,210,180,3,3,2,179000
Conocoto,1035,665,4,5,3,490000
Cumbayá,500,350,4,4,2,375000
El Pinar,118,118,4,2,1,80000
Ponceano,192,192,4,1,2,120000
Tumbaco,248,248,3,3,2,149900
Monteserrín,260,200,4,3,4,250000
Sur de Quito,285,236,5,3,2,100000
Cumbayá,382,305,3,2,2,245000
Norte de Quito,306,144,3,2,2,170000
Calderón,192,150,3,2,2,93000
Sangolqui,317,215,5,4,2,115000
Conocoto,371,371,4,7,3,190000
Llano Grande,107,107,3,1,1,44000
Cumbayá,314,247,3,2,2,235000
Tumbaco,140,140,3,3,2,150000
Tumbaco,190,185,3,3,2,155000
Tumbaco,180,180,3,3,2,226920
San Rafael,320,320,4,2,4,350000
Los Chillos,267,267,3,3,2,220000
Nayón - Tanda,290,240,3,3,2,219000
Calderón,87,87,3,2,1,74000
Sur de Quito,420,240,3,2,1,140000
Cumbayá,450,240,4,3,2,279000
Los Chillos,190,132,3,2,2,96000
Nayón - Tanda,540,201,4,4,2,375404
El Bosque,254,254,5,3,2,169000
Carapungo,95,82,3,2,1,62000
Sur de Quito,195,195,5,2,3,75000
Calderón,116,116,3,1,1,79500
Pomasqui,100,88,3,2,2,87000
Mitad del Mundo,578,303,3,3,4,218000
Granda Centeno,113,89,2,2,2,160000
Los Chillos,214,214,4,3,2,132000
Tumbaco,150,125,3,2,1,135000
Conocoto,107,107,3,2,2,105000
Norte de Quito,150,150,3,3,1,130000
Mitad del Mundo,142,142,3,2,2,95000
Centro Norte,500,176,4,2,3,130000
Norte de Quito,516,408,5,5,4,265000
Cumbayá,468,468,4,3,3,580000
Conocoto,600,420,4,4,4,245000
Carcelén,200,150,3,2,1,119000
Carcelén,163,135,3,2,2,63000
San Rafael,95,70,2,2,1,65000
Norte de Quito,220,220,4,4,3,130000
Sangolqui,110,110,3,2,3,115000
Calderón,145,98,3,2,1,70000
Centro Norte,240,240,4,3,3,290000
Norte de Quito,185,168,4,4,2,88000
El Condado,203,175,4,3,2,210000
Calderón,111,111,3,3,1,57000
Tumbaco,157,137,3,2,2,145000
Los Chillos,170,135,2,2,1,99000
Tumbaco,588,310,3,4,4,395000
Norte de Quito,219,219,3,2,2,159900
Nayón - Tanda,462,311,3,4,3,340000
Sangolqui,100,100,3,3,1,95000
Mitad del Mundo,117,117,3,2,1,100000
Sur de Quito,220,178,4,3,2,165000
Tumbaco,250,150,3,2,3,180000
Norte de Quito,226,200,3,2,2,148999
San Rafael,200,200,5,2,3,140000
Centro Norte,215,194,4,2,2,180000
Cumbayá,600,345,3,3,3,395000
Conocoto,238,136,4,3,2,85000
Tumbaco,180,162,3,2,2,145000
Cumbayá,197,157,3,3,2,205000
El Bosque,300,300,3,4,3,320000
Tumbaco,210,197,3,3,2,245000
Cumbayá,430,430,3,3,2,525000
Tumbaco,457,327,3,2,2,2800
La Armenia,265,265,4,5,2,248000
Tumbaco,297,178,3,2,2,185000
Ponceano,111,111,4,3,2,99900
Conocoto,116,92,3,2,1,85000
El Inca,250,213,5,5,4,179000
San Rafael,206,112,3,2,2,118000
Puembo,120,120,3,2,2,178000
Carcelén,198,175,4,4,2,198000
Norte de Quito,300,300,3,3,4,330000
Cumbayá,350,350,4,3,2,380000
Tumbaco,254,190,3,3,2,184999
Cumbayá,420,350,4,4,2,325000
Tumbaco,315,192,3,3,3,174911
La Armenia,100,100,3,2,1,95000
Centro Norte,530,350,4,4,2,256900
Tumbaco,200,168,3,4,3,198000
Cumbayá,364,277,5,3,3,240000
Cumbayá,530,353,3,3,2,420000
Norte de Quito,258,197,3,3,2,215000
Cumbayá,350,350,4,3,2,345000
Cumbayá,194,194,3,2,2,175000
Calderón,140,130,3,2,1,78000
Calderón,163,104,3,3,2,68000
San Bartolo,324,213,4,2,1,90000
Norte de Quito,250,250,3,1,3,209000
Ponceano,453,453,4,5,2,380000
Los Chillos,175,152,3,2,2,145000
Mitad del Mundo,136,101,3,2,2,82000
Cumbayá,540,540,4,6,4,450000
Vía Simón Bolivar,145,145,3,2,1,83000
San Isidro - Vista Grande,140,122,3,2,1,99000
El Pinar,230,230,4,2,1,127900
La Concepción,480,380,5,4,4,340000
Cumbayá,730,400,3,3,4,428000
Cumbayá,380,364,3,2,2,365000
Cumbayá,500,450,4,5,4,460000
Los Chillos,141,141,3,2,1,104490
Los Chillos,500,500,4,3,2,430000
Sangolqui,116,116,3,2,1,85000
Cumbayá,496,220,3,3,4,330000
Amagasí,60,175,3,2,2,120000
Tumbaco,250,200,3,3,2,235000
Calderón,210,120,3,2,2,98000
Conocoto,231,127,4,2,2,125000
Tumbaco,70,145,3,2,2,160000
Conocoto,128,135,3,2,2,99900
Cumbayá,390,350,4,5,2,335000
Conocoto,180,200,3,3,2,160000
Tumbaco,210,165,3,3,2,153000
Carcelén,99,99,3,1,1,67500
Cumbayá,550,350,5,4,3,335000
Norte de Quito,135,135,3,2,2,95000
Norte de Quito,240,220,5,5,2,139900
La Armenia,128,116,3,2,2,119000
Conocoto,168,119,4,2,2,118000
El Recreo,220,119,4,2,2,184999
Los Chillos,219,149,3,2,2,98000
San Carlos,132,120,3,2,2,122000
Sangolqui,235,152,3,2,1,160000
Norte de Quito,277,246,4,4,3,215000
Conocoto,209,161,5,3,2,165000
Cumbayá,590,450,3,4,2,590000
Los Chillos,250,140,3,2,2,139000
Norte de Quito,420,340,4,4,2,550000
El Pinar,138,124,4,2,1,100000
Tumbaco,684,442,4,2,2,300000
Tumbaco,193,160,3,2,2,160000
Conocoto,276,130,3,1,3,89000
El Inca,189,189,3,2,1,110000
Carcelén,139,119,3,2,1,90000
Amagasí,200,170,3,2,2,138000
El Pinar,205,132,4,2,1,120000
Sangolqui,143,142,3,2,2,92000
Cumbayá,600,400,4,4,3,2900
Quitumbe,113,110,4,2,1,87000
Ponceano,154,171,4,2,2,128000
Cumbayá,234,184,3,2,2,225000
Yaruqui,132,120,3,2,2,103000
La Carolina,466,466,5,3,2,639000
Cumbayá,450,450,4,4,2,650000
Cumbayá,509,212,3,3,2,299000
Cumbayá,275,275,4,3,2,227500
Cumbayá,336,336,3,3,2,440000
Carcelén,150,150,4,3,2,145000
Norte de Quito,159,149,3,2,2,135000
El Condado,160,148,3,2,1,108000
Miravalle,473,473,3,3,3,415000
Centro Norte,450,200,3,1,2,220000
Calderón,122,110,4,2,1,65000
Tumbaco,460,460,4,4,4,530000
Puembo,487,177,3,3,2,310000
